,Cr,Ni,Mo,Mn,Si,Nb,Ti,Zr,Ta,V,W,Cu,N,C,B,P,S,Co,Al,Sn,Pb,Solution_treatment_temperature,Solution_treatment_time(s),Water_Quenched_after_s.t.,Air_Quenched_after_s.t.,Grains mm-2,Type of melting,Size of ingot,Product form,Temperature (K),0.2%proof_stress (M Pa),UTS (M Pa),Elongation (%),Area_reduction (%),Comments
415,21.06,32.48,0.005,1.14,0.52,0.0,0.42,0,0,0.0,0.0,0.02,0.0162,0.05,0.0,0.009,0.014,0.32,0.39,0,0,1423,420,Yes,No,39.39662123,HFIF,2.9,Tube,373,180.0,455.0,49,79,NRIM/CDS/No26B/1998 fCC
416,21.06,32.48,0.005,1.14,0.52,0.0,0.42,0,0,0.0,0.0,0.02,0.0162,0.05,0.0,0.009,0.014,0.32,0.39,0,0,1423,420,Yes,No,39.39662123,HFIF,2.9,Tube,473,156.0,431.0,48,79,NRIM/CDS/No26B/1998 fCC
417,21.06,32.48,0.005,1.14,0.52,0.0,0.42,0,0,0.0,0.0,0.02,0.0162,0.05,0.0,0.009,0.014,0.32,0.39,0,0,1423,420,Yes,No,39.39662123,HFIF,2.9,Tube,573,150.0,424.0,48,76,NRIM/CDS/No26B/1998 fCC
418,21.06,32.48,0.005,1.14,0.52,0.0,0.42,0,0,0.0,0.0,0.02,0.0162,0.05,0.0,0.009,0.014,0.32,0.39,0,0,1423,420,Yes,No,39.39662123,HFIF,2.9,Tube,673,133.0,420.0,53,69,NRIM/CDS/No26B/1998 fCC
419,21.06,32.48,0.005,1.14,0.52,0.0,0.42,0,0,0.0,0.0,0.02,0.0162,0.05,0.0,0.009,0.014,0.32,0.39,0,0,1423,420,Yes,No,39.39662123,HFIF,2.9,Tube,773,129.0,412.0,56,69,NRIM/CDS/No26B/1998 fCC
420,21.06,32.48,0.005,1.14,0.52,0.0,0.42,0,0,0.0,0.0,0.02,0.0162,0.05,0.0,0.009,0.014,0.32,0.39,0,0,1423,420,Yes,No,39.39662123,HFIF,2.9,Tube,873,122.0,383.0,49,57,NRIM/CDS/No26B/1998 fCC
421,21.06,32.48,0.005,1.14,0.52,0.0,0.42,0,0,0.0,0.0,0.02,0.0162,0.05,0.0,0.009,0.014,0.32,0.39,0,0,1423,420,Yes,No,39.39662123,HFIF,2.9,Tube,973,115.0,305.0,35,34,NRIM/CDS/No26B/1998 fCC
422,21.06,32.48,0.005,1.14,0.52,0.0,0.42,0,0,0.0,0.0,0.02,0.0162,0.05,0.0,0.009,0.014,0.32,0.39,0,0,1423,420,Yes,No,39.39662123,HFIF,2.9,Tube,1073,108.0,187.0,75,59,NRIM/CDS/No26B/1998 fCC
423,21.06,32.48,0.005,1.14,0.52,0.0,0.42,0,0,0.0,0.0,0.02,0.0162,0.05,0.0,0.009,0.014,0.32,0.39,0,0,1423,420,Yes,No,39.39662123,HFIF,2.9,Tube,1173,66.0,104.0,104,78,NRIM/CDS/No26B/1998 fCC
424,21.06,32.48,0.005,1.14,0.52,0.0,0.42,0,0,0.0,0.0,0.02,0.0162,0.05,0.0,0.009,0.014,0.32,0.39,0,0,1423,420,Yes,No,39.39662123,HFIF,2.9,Tube,1273,42.0,59.0,90,77,NRIM/CDS/No26B/1998 fCC
425,20.65,32.48,0.03,1.2,0.56,0.0,0.32,0,0,0.0,0.0,0.09,0.0231,0.05,0.0,0.018,0.005,0.24,0.33,0,0,Na,Na,Na,Na,84.44850629,BEA,3,Tube,298,255.0,554.0,50,77,NRIM/CDS/No26B/1998 fCD
426,20.65,32.48,0.03,1.2,0.56,0.0,0.32,0,0,0.0,0.0,0.09,0.0231,0.05,0.0,0.018,0.005,0.24,0.33,0,0,Na,Na,Na,Na,84.44850629,BEA,3,Tube,373,239.0,512.0,46,78,NRIM/CDS/No26B/1998 fCD
427,20.65,32.48,0.03,1.2,0.56,0.0,0.32,0,0,0.0,0.0,0.09,0.0231,0.05,0.0,0.018,0.005,0.24,0.33,0,0,Na,Na,Na,Na,84.44850629,BEA,3,Tube,473,197.0,483.0,45,76,NRIM/CDS/No26B/1998 fCD
428,20.65,32.48,0.03,1.2,0.56,0.0,0.32,0,0,0.0,0.0,0.09,0.0231,0.05,0.0,0.018,0.005,0.24,0.33,0,0,Na,Na,Na,Na,84.44850629,BEA,3,Tube,573,178.0,478.0,46,72,NRIM/CDS/No26B/1998 fCD
429,20.65,32.48,0.03,1.2,0.56,0.0,0.32,0,0,0.0,0.0,0.09,0.0231,0.05,0.0,0.018,0.005,0.24,0.33,0,0,Na,Na,Na,Na,84.44850629,BEA,3,Tube,673,174.0,484.0,49,70,NRIM/CDS/No26B/1998 fCD
430,20.65,32.48,0.03,1.2,0.56,0.0,0.32,0,0,0.0,0.0,0.09,0.0231,0.05,0.0,0.018,0.005,0.24,0.33,0,0,Na,Na,Na,Na,84.44850629,BEA,3,Tube,773,187.0,482.0,49,67,NRIM/CDS/No26B/1998 fCD
431,20.65,32.48,0.03,1.2,0.56,0.0,0.32,0,0,0.0,0.0,0.09,0.0231,0.05,0.0,0.018,0.005,0.24,0.33,0,0,Na,Na,Na,Na,84.44850629,BEA,3,Tube,873,153.0,441.0,49,69,NRIM/CDS/No26B/1998 fCD
432,20.65,32.48,0.03,1.2,0.56,0.0,0.32,0,0,0.0,0.0,0.09,0.0231,0.05,0.0,0.018,0.005,0.24,0.33,0,0,Na,Na,Na,Na,84.44850629,BEA,3,Tube,973,174.0,331.0,49,51,NRIM/CDS/No26B/1998 fCD
433,20.65,32.48,0.03,1.2,0.56,0.0,0.32,0,0,0.0,0.0,0.09,0.0231,0.05,0.0,0.018,0.005,0.24,0.33,0,0,Na,Na,Na,Na,84.44850629,BEA,3,Tube,1073,114.0,197.0,96,70,NRIM/CDS/No26B/1998 fCD
434,20.65,32.48,0.03,1.2,0.56,0.0,0.32,0,0,0.0,0.0,0.09,0.0231,0.05,0.0,0.018,0.005,0.24,0.33,0,0,Na,Na,Na,Na,84.44850629,BEA,3,Tube,1173,71.0,110.0,116,86,NRIM/CDS/No26B/1998 fCD
435,20.65,32.48,0.03,1.2,0.56,0.0,0.32,0,0,0.0,0.0,0.09,0.0231,0.05,0.0,0.018,0.005,0.24,0.33,0,0,Na,Na,Na,Na,84.44850629,BEA,3,Tube,1273,41.0,66.0,103,97,NRIM/CDS/No26B/1998 fCD
436,21.05,31.76,0.012,1.34,0.5,0.0,0.45,0,0,0.0,0.0,0.06,0.0114,0.05,0.0,0.014,0.007,0.028,0.52,0,0,1423,360,Yes,No,111.4304721,HFIF,2.9,Tube,298,257.0,562.0,44,83,NRIM/CDS/No26B/1998 fCE
437,21.05,31.76,0.012,1.34,0.5,0.0,0.45,0,0,0.0,0.0,0.06,0.0114,0.05,0.0,0.014,0.007,0.028,0.52,0,0,1423,360,Yes,No,111.4304721,HFIF,2.9,Tube,373,224.0,514.0,44,81,NRIM/CDS/No26B/1998 fCE
438,21.05,31.76,0.012,1.34,0.5,0.0,0.45,0,0,0.0,0.0,0.06,0.0114,0.05,0.0,0.014,0.007,0.028,0.52,0,0,1423,360,Yes,No,111.4304721,HFIF,2.9,Tube,473,209.0,490.0,42,80,NRIM/CDS/No26B/1998 fCE
439,21.05,31.76,0.012,1.34,0.5,0.0,0.45,0,0,0.0,0.0,0.06,0.0114,0.05,0.0,0.014,0.007,0.028,0.52,0,0,1423,360,Yes,No,111.4304721,HFIF,2.9,Tube,573,235.0,489.0,42,76,NRIM/CDS/No26B/1998 fCE
440,21.05,31.76,0.012,1.34,0.5,0.0,0.45,0,0,0.0,0.0,0.06,0.0114,0.05,0.0,0.014,0.007,0.028,0.52,0,0,1423,360,Yes,No,111.4304721,HFIF,2.9,Tube,673,216.0,491.0,42,69,NRIM/CDS/No26B/1998 fCE
441,21.05,31.76,0.012,1.34,0.5,0.0,0.45,0,0,0.0,0.0,0.06,0.0114,0.05,0.0,0.014,0.007,0.028,0.52,0,0,1423,360,Yes,No,111.4304721,HFIF,2.9,Tube,773,188.0,462.0,44,66,NRIM/CDS/No26B/1998 fCE
442,21.05,31.76,0.012,1.34,0.5,0.0,0.45,0,0,0.0,0.0,0.06,0.0114,0.05,0.0,0.014,0.007,0.028,0.52,0,0,1423,360,Yes,No,111.4304721,HFIF,2.9,Tube,873,172.0,430.0,44,63,NRIM/CDS/No26B/1998 fCE
443,21.05,31.76,0.012,1.34,0.5,0.0,0.45,0,0,0.0,0.0,0.06,0.0114,0.05,0.0,0.014,0.007,0.028,0.52,0,0,1423,360,Yes,No,111.4304721,HFIF,2.9,Tube,973,181.0,338.0,34,34,NRIM/CDS/No26B/1998 fCE
444,21.05,31.76,0.012,1.34,0.5,0.0,0.45,0,0,0.0,0.0,0.06,0.0114,0.05,0.0,0.014,0.007,0.028,0.52,0,0,1423,360,Yes,No,111.4304721,HFIF,2.9,Tube,1073,115.0,203.0,72,55,NRIM/CDS/No26B/1998 fCE
445,21.05,31.76,0.012,1.34,0.5,0.0,0.45,0,0,0.0,0.0,0.06,0.0114,0.05,0.0,0.014,0.007,0.028,0.52,0,0,1423,360,Yes,No,111.4304721,HFIF,2.9,Tube,1173,64.0,102.0,100,71,NRIM/CDS/No26B/1998 fCE
446,21.05,31.76,0.012,1.34,0.5,0.0,0.45,0,0,0.0,0.0,0.06,0.0114,0.05,0.0,0.014,0.007,0.028,0.52,0,0,1423,360,Yes,No,111.4304721,HFIF,2.9,Tube,1273,35.0,58.0,128,89,NRIM/CDS/No26B/1998 fCE
447,20.65,32.08,0.03,1.19,0.56,0.0,0.29,0,0,0.0,0.0,0.06,0.024,0.055,0.0,0.015,0.005,0.37,0.25,0,0,Na,Na,Na,Na,73.51669472,BEA,3,Tube,298,226.0,545.0,52,77,NRIM/CDS/No26B/1998 fCF
448,20.65,32.08,0.03,1.19,0.56,0.0,0.29,0,0,0.0,0.0,0.06,0.024,0.055,0.0,0.015,0.005,0.37,0.25,0,0,Na,Na,Na,Na,73.51669472,BEA,3,Tube,373,204.0,503.0,50,80,NRIM/CDS/No26B/1998 fCF
449,20.65,32.08,0.03,1.19,0.56,0.0,0.29,0,0,0.0,0.0,0.06,0.024,0.055,0.0,0.015,0.005,0.37,0.25,0,0,Na,Na,Na,Na,73.51669472,BEA,3,Tube,473,186.0,480.0,46,75,NRIM/CDS/No26B/1998 fCF
450,20.65,32.08,0.03,1.19,0.56,0.0,0.29,0,0,0.0,0.0,0.06,0.024,0.055,0.0,0.015,0.005,0.37,0.25,0,0,Na,Na,Na,Na,73.51669472,BEA,3,Tube,573,159.0,478.0,47,74,NRIM/CDS/No26B/1998 fCF
451,20.65,32.08,0.03,1.19,0.56,0.0,0.29,0,0,0.0,0.0,0.06,0.024,0.055,0.0,0.015,0.005,0.37,0.25,0,0,Na,Na,Na,Na,73.51669472,BEA,3,Tube,673,166.0,482.0,49,68,NRIM/CDS/No26B/1998 fCF
452,20.65,32.08,0.03,1.19,0.56,0.0,0.29,0,0,0.0,0.0,0.06,0.024,0.055,0.0,0.015,0.005,0.37,0.25,0,0,Na,Na,Na,Na,73.51669472,BEA,3,Tube,773,148.0,477.0,51,66,NRIM/CDS/No26B/1998 fCF
453,20.65,32.08,0.03,1.19,0.56,0.0,0.29,0,0,0.0,0.0,0.06,0.024,0.055,0.0,0.015,0.005,0.37,0.25,0,0,Na,Na,Na,Na,73.51669472,BEA,3,Tube,873,143.0,433.0,46,58,NRIM/CDS/No26B/1998 fCF
454,20.65,32.08,0.03,1.19,0.56,0.0,0.29,0,0,0.0,0.0,0.06,0.024,0.055,0.0,0.015,0.005,0.37,0.25,0,0,Na,Na,Na,Na,73.51669472,BEA,3,Tube,973,137.0,326.0,48,46,NRIM/CDS/No26B/1998 fCF
455,20.65,32.08,0.03,1.19,0.56,0.0,0.29,0,0,0.0,0.0,0.06,0.024,0.055,0.0,0.015,0.005,0.37,0.25,0,0,Na,Na,Na,Na,73.51669472,BEA,3,Tube,1073,117.0,194.0,82,65,NRIM/CDS/No26B/1998 fCF
456,20.65,32.08,0.03,1.19,0.56,0.0,0.29,0,0,0.0,0.0,0.06,0.024,0.055,0.0,0.015,0.005,0.37,0.25,0,0,Na,Na,Na,Na,73.51669472,BEA,3,Tube,1173,70.0,112.0,105,77,NRIM/CDS/No26B/1998 fCF
457,20.65,32.08,0.03,1.19,0.56,0.0,0.29,0,0,0.0,0.0,0.06,0.024,0.055,0.0,0.015,0.005,0.37,0.25,0,0,Na,Na,Na,Na,73.51669472,BEA,3,Tube,1273,42.0,68.0,89,80,NRIM/CDS/No26B/1998 fCF
458,20.9,34.45,0.11,0.95,0.44,0.0,0.43,0,0,0.0,0.0,0.08,0.013,0.06,0.0,0.014,0.008,0.33,0.46,0,0,1423,660,Yes,No,84.44850629,EF,1.6,Plate,298,240.0,590.0,48,76,NRIM/CDS/No27A/1983 fdA
459,20.9,34.45,0.11,0.95,0.44,0.0,0.43,0,0,0.0,0.0,0.08,0.013,0.06,0.0,0.014,0.008,0.33,0.46,0,0,1423,660,Yes,No,84.44850629,EF,1.6,Plate,373,190.0,540.0,49,74,NRIM/CDS/No27A/1983 fdA
460,20.9,34.45,0.11,0.95,0.44,0.0,0.43,0,0,0.0,0.0,0.08,0.013,0.06,0.0,0.014,0.008,0.33,0.46,0,0,1423,660,Yes,No,84.44850629,EF,1.6,Plate,473,170.0,510.0,46,72,NRIM/CDS/No27A/1983 fdA
461,20.9,34.45,0.11,0.95,0.44,0.0,0.43,0,0,0.0,0.0,0.08,0.013,0.06,0.0,0.014,0.008,0.33,0.46,0,0,1423,660,Yes,No,84.44850629,EF,1.6,Plate,573,150.0,510.0,47,67,NRIM/CDS/No27A/1983 fdA
462,20.9,34.45,0.11,0.95,0.44,0.0,0.43,0,0,0.0,0.0,0.08,0.013,0.06,0.0,0.014,0.008,0.33,0.46,0,0,1423,660,Yes,No,84.44850629,EF,1.6,Plate,673,150.0,510.0,49,62,NRIM/CDS/No27A/1983 fdA
463,20.9,34.45,0.11,0.95,0.44,0.0,0.43,0,0,0.0,0.0,0.08,0.013,0.06,0.0,0.014,0.008,0.33,0.46,0,0,1423,660,Yes,No,84.44850629,EF,1.6,Plate,773,170.0,510.0,50,62,NRIM/CDS/No27A/1983 fdA
464,20.9,34.45,0.11,0.95,0.44,0.0,0.43,0,0,0.0,0.0,0.08,0.013,0.06,0.0,0.014,0.008,0.33,0.46,0,0,1423,660,Yes,No,84.44850629,EF,1.6,Plate,873,140.0,470.0,48,64,NRIM/CDS/No27A/1983 fdA
465,20.9,34.45,0.11,0.95,0.44,0.0,0.43,0,0,0.0,0.0,0.08,0.013,0.06,0.0,0.014,0.008,0.33,0.46,0,0,1423,660,Yes,No,84.44850629,EF,1.6,Plate,973,130.0,370.0,53,52,NRIM/CDS/No27A/1983 fdA
466,20.9,34.45,0.11,0.95,0.44,0.0,0.43,0,0,0.0,0.0,0.08,0.013,0.06,0.0,0.014,0.008,0.33,0.46,0,0,1423,660,Yes,No,84.44850629,EF,1.6,Plate,1073,130.0,210.0,95,73,NRIM/CDS/No27A/1983 fdA
467,20.9,34.45,0.11,0.95,0.44,0.0,0.43,0,0,0.0,0.0,0.08,0.013,0.06,0.0,0.014,0.008,0.33,0.46,0,0,1423,660,Yes,No,84.44850629,EF,1.6,Plate,1173,74.0,120.0,113,84,NRIM/CDS/No27A/1983 fdA
468,20.9,34.45,0.11,0.95,0.44,0.0,0.43,0,0,0.0,0.0,0.08,0.013,0.06,0.0,0.014,0.008,0.33,0.46,0,0,1423,660,Yes,No,84.44850629,EF,1.6,Plate,1273,50.0,76.0,94,92,NRIM/CDS/No27A/1983 fdA
469,20.7,31.83,0.02,1.13,0.39,0.0,0.48,0,0,0.0,0.0,0.32,0.01,0.09,0.0,0.013,0.007,0.32,0.5,0,0,1413,1800,Yes,No,42.22425314,HFIF,1.282,Plate,298,270.0,600.0,46,65,NRIM/CDS/No27A/1983 fdB
470,20.7,31.83,0.02,1.13,0.39,0.0,0.48,0,0,0.0,0.0,0.32,0.01,0.09,0.0,0.013,0.007,0.32,0.5,0,0,1413,1800,Yes,No,42.22425314,HFIF,1.282,Plate,373,240.0,560.0,47,64,NRIM/CDS/No27A/1983 fdB
471,20.7,31.83,0.02,1.13,0.39,0.0,0.48,0,0,0.0,0.0,0.32,0.01,0.09,0.0,0.013,0.007,0.32,0.5,0,0,1413,1800,Yes,No,42.22425314,HFIF,1.282,Plate,473,220.0,530.0,41,61,NRIM/CDS/No27A/1983 fdB
472,20.7,31.83,0.02,1.13,0.39,0.0,0.48,0,0,0.0,0.0,0.32,0.01,0.09,0.0,0.013,0.007,0.32,0.5,0,0,1413,1800,Yes,No,42.22425314,HFIF,1.282,Plate,573,200.0,530.0,45,57,NRIM/CDS/No27A/1983 fdB
473,20.7,31.83,0.02,1.13,0.39,0.0,0.48,0,0,0.0,0.0,0.32,0.01,0.09,0.0,0.013,0.007,0.32,0.5,0,0,1413,1800,Yes,No,42.22425314,HFIF,1.282,Plate,673,200.0,530.0,47,57,NRIM/CDS/No27A/1983 fdB
